"","Row.names","TCGA-AO-A126","TCGA-A2-A0CZ","TCGA-AC-A23G","TCGA-AN-A0XL","TCGA-EW-A3E8","TCGA-B6-A402","TCGA-EW-A1PF","TCGA-AC-A2QI","TCGA-E2-A10F","TCGA-A8-A06N","TCGA-A7-A5ZV","TCGA-LL-A441","TCGA-A7-A3J0","TCGA-AC-A2FM","TCGA-AO-A0JL","TCGA-D8-A1XD","TCGA-E2-A15F","TCGA-E2-A14U","TCGA-B6-A0IQ","TCGA-E2-A108","TCGA-A2-A4RY","TCGA-A8-A07C","TCGA-A2-A0CY","TCGA-A8-A08I","TCGA-E9-A54X","y"
"1109","ENSG00000070388",3,5,2,4,25,5,7,0,7,7,0,17,15,11,7,16,2,9,1,6,7,1,0,3,4,"FGF22"
"1110","ENSG00000070404",1752,1919,1785,1705,5540,449,980,1906,2807,701,105,709,330,1096,1146,1669,1400,1488,586,1179,1642,145,630,460,321,"FSTL3"
"1111","ENSG00000070413",10958,7642,4528,7546,13785,8996,8513,14903,6304,22298,6685,13223,15100,7521,5666,6305,6012,17934,10654,5836,7530,9460,6905,9863,4293,"DGCR2"
"1112","ENSG00000070423",2739,1274,1176,1042,3350,2056,1866,2547,1393,1930,533,3185,2839,1987,1816,1196,1309,2555,1682,1346,1353,656,1026,1232,1524,"RNF126"
"1113","ENSG00000070444",1138,1523,1109,1503,1640,1597,1577,1894,1683,2388,946,2295,4085,2520,920,1688,2250,3076,2640,1290,1492,1961,1376,3250,690,"MNT"
"1114","ENSG00000070476",1255,1009,767,1902,1670,2668,2086,2508,1892,4420,1003,3784,2661,2153,809,2147,2813,2813,3647,1645,1758,2889,1485,5161,1250,"ZXDC"
"1115","ENSG00000070495",888,1019,721,1509,1924,1374,1250,1113,1027,2949,2264,2171,2267,2574,525,1008,1130,1474,1774,998,1213,3030,813,2176,861,"JMJD6"
"1116","ENSG00000070501",3529,830,680,1862,1981,1312,1692,3213,1590,1857,1829,1396,4087,3252,3661,8050,3053,3171,3187,632,1738,4066,3074,2697,2586,"POLB"
"1117","ENSG00000070526",13,31,31,145,129,11,93,40,41,20,1,126,13,18,22,6,11,63,7,97,44,9,124,21,3,"ST6GALNAC1"
"1118","ENSG00000070540",3088,2406,980,7366,4033,2449,2993,2536,1440,9370,3708,1809,1823,3769,569,4909,1470,5535,656,1162,1297,1330,1846,5821,1502,"WIPI1"
"1119","ENSG00000070601",48,30,0,90,19,5,49,3,90,77,2,106,16,19,19,24,68,80,73,17,52,9,8,1463,3,"FRMPD1"
"1120","ENSG00000070610",3091,2456,850,3035,5934,3458,3369,3411,2772,9952,1220,4383,6547,5694,2108,2687,2437,5023,5573,1918,3344,5521,1280,16010,2594,"GBA2"
"1121","ENSG00000070614",9622,9504,6852,10617,11228,8273,15303,23814,7670,36337,6260,10814,7120,13089,5158,12812,6494,21247,10955,8482,10567,13971,2576,12002,6619,"NDST1"
"1122","ENSG00000070669",2080,872,383,307,2540,8379,2409,1234,1169,3403,1712,4043,5096,2378,1345,1249,1880,1561,5185,760,1244,6033,3125,1391,2752,"ASNS"
"1123","ENSG00000070718",762,899,696,1384,2230,1361,2170,1835,1771,4982,1445,2033,2841,5303,1836,11480,4222,1461,3214,987,1983,5486,730,2231,2180,"AP3M2"
"1124","ENSG00000070729",0,1,5,1,4,77,3,0,4,0,21,22,3,0,11,1,8,12,10,6,9,1,25,22,0,"CNGB1"
"1125","ENSG00000070731",3951,1091,916,7722,7168,1535,3643,2514,998,21050,157,1447,4869,12172,695,4860,1561,4806,184,637,3512,657,360,5207,1943,"ST6GALNAC2"
"1126","ENSG00000070748",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,"CHAT"
"1127","ENSG00000070756",139912,86371,38129,68169,57258,273115,67958,44601,82418,93485,74901,118344,114361,65235,67250,48369,57494,79618,250541,104149,44977,487119,107331,90078,58556,"PABPC1"
"1128","ENSG00000070759",960,517,384,966,1307,138,744,1115,796,13794,1663,889,171,705,140,1400,1784,2888,523,768,830,515,181,6779,273,"TESK2"
"1129","ENSG00000070761",1269,1019,844,942,1508,1843,1675,1222,951,1667,1614,2714,2252,1850,1486,1496,1507,1903,3287,1146,1022,1761,1086,2374,1468,"CFAP20"
"1130","ENSG00000070770",3156,3102,1525,2819,2517,4234,4370,2338,2920,3842,3317,4884,5163,2587,2572,4018,3848,3645,5637,3296,2311,5466,4150,9896,2832,"CSNK2A2"
"1131","ENSG00000070778",1131,1505,685,1599,1678,2641,1020,1333,1157,136,96,1500,1080,668,493,2503,586,2606,546,1218,1289,1021,90,604,895,"PTPN21"
"1132","ENSG00000070785",1415,1188,646,1082,1881,1010,1996,1485,1618,2950,3876,1949,1720,784,799,966,1474,1760,2163,1412,1083,2042,865,2985,777,"EIF2B3"
"1133","ENSG00000070808",34,54,39,18,32,35,88,73,34,2,357,42,12,1,6,33,48,14,53,15,27,9,7,72,2,"CAMK2A"
"1134","ENSG00000070814",3252,2270,1425,3021,4720,6671,3753,3665,2875,5660,2502,5548,3584,4324,4818,2458,3234,4317,17148,2151,3183,7145,2522,5743,3238,"TCOF1"
"1135","ENSG00000070831",19531,15520,7780,15786,21478,7487,13183,23790,19549,29799,3091,11442,13425,12259,7378,15982,14922,15078,17084,14371,8371,16184,11562,40061,9474,"CDC42"
"1136","ENSG00000070882",611,833,544,536,913,1742,962,1143,1503,304,1140,2062,3542,359,803,1295,1385,796,1849,1463,932,1427,647,1735,535,"OSBPL3"
"1137","ENSG00000070886",17,103,111,1,48,1041,14,3,211,34,61,15,5,15,269,149,29,133,13,2,104,4,139,77,5,"EPHA8"
"1138","ENSG00000070915",15,6,6,5,56,4,18,15,12,2,0,139,21,7,1,3,12,5,10,50,20,30,1,20,0,"SLC12A3"
"1139","ENSG00000070950",877,616,402,1624,897,1331,1945,1312,1605,2150,845,1355,895,1255,521,1581,1948,1539,2814,890,1091,10105,803,2720,789,"RAD18"
"1140","ENSG00000070961",3089,3762,1080,4227,3882,493,2794,4020,3143,10550,2464,4167,2407,2461,1006,2770,2848,3290,4418,2859,2686,3274,2061,6539,1511,"ATP2B1"
"1141","ENSG00000070985",0,1,1,0,4,8,0,1,3,2,17,5,2,17,2,2,7,3,15,1,6,1,11,9,2,"TRPM5"
"1142","ENSG00000071051",2329,2325,1969,1961,2556,4937,3297,3583,3260,1136,1977,6385,3453,2170,4190,2109,2478,4408,8623,2816,3256,7669,1861,3113,1754,"NCK2"
"1143","ENSG00000071054",6342,8038,5978,5797,6155,7726,10916,9595,6698,3047,6296,16484,5241,5063,7557,7791,4822,2970,23419,7568,4919,25721,1627,4211,1068,"MAP4K4"
"1144","ENSG00000071073",4215,3394,1224,4712,4888,531,7786,3313,3005,14451,989,4362,11664,4764,513,6437,5845,4420,3247,5026,1894,6449,2041,10418,4729,"MGAT4A"
"1145","ENSG00000071082",78392,58041,23814,23604,54485,50532,21992,24415,33669,23396,12237,29670,39812,14924,56514,17128,11336,52800,84913,25884,27545,40955,115585,29203,27597,"RPL31"
"1146","ENSG00000071127",17598,16707,13666,15361,25802,14987,30565,19879,24341,31551,7358,19139,24635,31550,5403,15485,18940,22086,15552,17207,13415,29299,4621,29245,10203,"WDR1"
"1147","ENSG00000071189",1373,1657,1197,4654,3058,1091,3279,3419,2623,9049,2120,2401,4149,3941,1354,3183,3020,2474,1346,2352,2022,3070,1089,3830,2766,"SNX13"
"1148","ENSG00000071203",0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,"MS4A12"
"1149","ENSG00000071205",544,849,583,1000,1430,803,663,732,760,1993,660,863,275,723,550,575,752,1077,304,1243,930,1512,52,918,44,"ARHGAP10"
"1150","ENSG00000071242",2532,2318,2772,3890,2359,2775,4697,3556,4331,594,469,2050,9987,3641,807,2535,1259,4437,1666,3097,2559,1455,2042,2676,1219,"RPS6KA2"
"1151","ENSG00000071243",395,470,276,797,615,553,524,543,567,841,233,1554,1059,705,420,543,312,699,1137,501,474,2247,282,1026,706,"ING3"
"1152","ENSG00000071246",802,2381,1293,2266,1735,845,3050,4237,1897,1529,303,2277,2283,2377,1414,1450,956,1683,703,2106,1696,2830,456,3708,316,"VASH1"
"1153","ENSG00000071282",4744,4692,5660,3762,4712,2248,3490,3367,12500,834,1915,3280,1878,1231,1299,2830,7014,1278,462,3012,3178,3765,1467,1272,2446,"LMCD1"
"1154","ENSG00000071462",3550,3396,1807,4414,6567,10052,5546,5978,3254,5397,12303,6493,6045,5917,5020,3320,5443,6021,11060,3329,3148,10349,6864,4753,6848,"BUD23"
"1155","ENSG00000071537",9497,7922,4239,16982,12754,6274,10836,12819,8666,75242,6465,8005,12788,20941,2498,10222,5879,8247,9894,8419,5440,18468,2180,31462,7424,"SEL1L"
"1156","ENSG00000071539",569,253,247,1370,786,2383,590,229,769,1243,1880,1889,2028,1234,1168,984,762,238,4584,573,194,2884,909,1030,877,"TRIP13"
"1157","ENSG00000071553",22206,13896,7022,17140,28314,8386,54602,16567,11708,54071,16596,16832,36674,29763,9664,14504,30214,17806,11030,12008,8574,14089,10736,30407,17152,"ATP6AP1"
"1158","ENSG00000071564",4241,3934,3388,4803,10830,7851,4648,8245,5489,2389,1484,16201,6764,5108,5683,8570,2888,7054,17994,3364,5703,9384,5485,5405,3991,"TCF3"
"1159","ENSG00000071575",3473,2257,1312,3479,4151,5952,2515,13858,3087,2629,1723,6850,7816,1913,1395,1253,1384,3232,2880,5108,2807,5283,2869,7531,670,"TRIB2"
"1160","ENSG00000071626",5833,3096,3047,5490,10618,11915,4848,6736,5620,6394,2899,12045,7350,7567,5803,4738,3733,8445,9465,4428,6009,11608,5736,5865,5143,"DAZAP1"
"1161","ENSG00000071655",3971,3246,2790,2534,7265,4986,3302,5636,2859,4727,1393,6364,6527,3426,4967,3416,3705,6371,7421,2540,3549,3256,3242,3897,5451,"MBD3"
"1162","ENSG00000071677",4,7,0,6,6,0,0,0,0,47,0,0,5,93,0,0,11,10,0,1,0,0,4,14,17,"PRLH"
"1163","ENSG00000071794",2220,2393,1172,3829,3494,4263,4190,3530,5232,8657,2812,3268,7378,4116,1439,4479,3664,3582,6621,3172,1908,10258,1599,8347,2030,"HLTF"
"1164","ENSG00000071859",7180,3698,2040,3150,8968,2799,5787,3840,2709,7648,5016,4963,5216,5426,4667,2308,1516,3906,3582,2111,2471,4200,4837,5718,3453,"FAM50A"
"1165","ENSG00000071889",2573,2007,1364,1714,4725,1926,4545,2269,1736,3018,3139,4817,4238,2847,1760,1096,1146,3218,3907,1424,1819,1863,2440,4111,2269,"FAM3A"
"1166","ENSG00000071894",4513,4403,2689,6897,10418,13653,6968,6126,4677,12513,8732,9349,8722,9890,9891,7249,5505,6927,7647,4842,6013,3247,5505,10090,4873,"CPSF1"
"1167","ENSG00000071909",20,19,25,32,42,173,73,66,162,5,134,132,72,9,137,7,15,22,528,19,25,2,2,36,15,"MYO3B"
"1168","ENSG00000071967",43517,13740,11857,32562,32073,2474,10662,22897,18510,3869,5203,8207,5398,3096,1922,6554,9554,14994,2189,23229,15327,6372,1002,6561,18109,"CYBRD1"
"1169","ENSG00000071991",2,27,48,40,1,0,7,1,15,0,527,1884,0,2,0,0,6,46,103,4,125,123,0,0,0,"CDH19"
"1170","ENSG00000071994",4234,1709,871,2421,2258,6054,3206,3561,1639,2757,765,3473,3730,2980,1652,2264,1702,3583,5505,1919,1659,3422,2409,2019,2519,"PDCD2"
"1171","ENSG00000072041",0,12,13,10,0,1063,10,8,6,0,119,11,4,1,0,9,5,15,418,8,52,1640,1204,0,21,"SLC6A15"
"1172","ENSG00000072042",6255,4842,1375,4092,6530,4556,3596,4377,3884,18963,962,2177,7569,6726,3733,3462,3201,4461,6807,2944,1941,7699,3000,17334,4420,"RDH11"
"1173","ENSG00000072062",10856,6064,3370,5238,6564,4418,8583,7620,6490,6908,5329,6559,13907,4720,6049,5826,6897,7897,11118,8213,4416,10435,7945,8816,5562,"PRKACA"
"1174","ENSG00000072071",5546,3706,2603,3391,5659,2766,6538,7007,3388,10082,1420,1598,9948,4964,7611,2045,4040,4498,399,3495,2764,2972,21262,5945,4799,"ADGRL1"
"1175","ENSG00000072080",0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SPP2"
"1176","ENSG00000072110",19367,23485,19745,16308,19972,30419,24805,26733,23408,18785,7795,17013,11829,15132,10643,21260,10244,32601,18348,25197,21355,11983,5600,37461,3582,"ACTN1"
"1177","ENSG00000072121",3358,1870,1328,3729,3400,1554,2749,3410,2605,10823,613,2717,2461,3960,641,3024,1946,3514,2344,2571,2093,4258,839,10936,804,"ZFYVE26"
"1178","ENSG00000072133",883,463,161,730,525,161,696,367,500,1872,319,908,1228,1470,627,874,1101,604,592,148,440,1110,641,1563,695,"RPS6KA6"
"1179","ENSG00000072134",1695,1748,1216,1494,3551,1914,2444,2226,1457,3020,803,1926,4629,4462,1690,3359,2174,4357,2314,1879,2275,2194,2714,2942,953,"EPN2"
"1180","ENSG00000072135",19685,6051,2687,6659,9194,9234,6689,7430,6374,8064,3012,8876,10116,3151,7041,3536,4973,8033,5744,5160,4626,3403,2161,9083,3099,"PTPN18"
"1181","ENSG00000072163",2753,1625,1831,2054,1994,1287,1323,1428,1346,299,519,2631,614,1374,734,766,470,4091,709,2052,2411,310,481,692,103,"LIMS2"
"1182","ENSG00000072182",4,6,7,6,85,115,6,10,22,6,45,14,5,6,12,10,5,6,20,3,16,15,2,20,2,"ASIC4"
"1183","ENSG00000072195",1266,434,639,1758,1113,14414,465,941,2201,753,991,1835,1005,779,4944,553,749,3004,3352,666,2310,1089,1854,658,669,"SPEG"
"1184","ENSG00000072201",621,585,230,905,1170,143,1238,905,1151,1646,374,701,2252,1461,347,967,1006,1402,926,415,735,1592,652,1392,1013,"LNX1"
"1185","ENSG00000072210",4241,3490,1794,6041,9361,2212,3006,2300,4755,11531,2054,2336,6492,4588,1453,6376,5663,6281,951,3818,4805,6229,6059,16104,2078,"ALDH3A2"
"1186","ENSG00000072274",1457,3356,2805,4648,6430,8895,6416,8862,9647,7010,5405,10533,8449,2245,1567,10083,5990,4028,7802,8978,4317,9970,1702,39378,14897,"TFRC"
"1187","ENSG00000072310",6322,4843,5702,5675,28213,7249,22958,26685,8851,22478,10311,4636,84094,33041,5553,18572,18785,22668,5146,24846,8940,9639,5555,36869,20033,"SREBF1"
"1188","ENSG00000072315",0,2,0,0,0,0,3,0,0,1,2,0,2,3,0,1,0,1,0,2,0,0,3,6,0,"TRPC5"
"1189","ENSG00000072364",3880,4968,4441,9264,9625,2978,16621,9325,11289,22441,2967,6848,13839,10682,2992,18617,16470,7986,7334,5547,6542,8300,2123,23270,9230,"AFF4"
"1190","ENSG00000072401",849,798,532,1018,1203,873,1077,1404,1149,757,1253,1269,1238,1383,1182,1001,927,1120,7290,1377,783,3261,1178,3266,914,"UBE2D1"
"1191","ENSG00000072415",1038,1351,931,2856,1532,1884,1643,2392,1974,9157,557,1454,3174,2951,813,2616,1503,2561,1133,1428,1341,4098,717,4361,1909,"MPP5"
"1192","ENSG00000072422",1703,1207,885,2062,1473,2045,1585,1300,1814,1960,811,1205,644,2466,865,1013,2423,2109,6615,2188,813,1891,740,5137,1243,"RHOBTB1"
"1193","ENSG00000072501",3690,5633,3599,8426,6409,3578,11693,7352,7657,18325,4665,11100,11280,10715,2632,10453,11237,6288,16155,6477,4416,31273,2327,45257,3464,"SMC1A"
"1194","ENSG00000072506",7025,3398,1861,2653,5954,3075,4683,4545,3117,7243,6643,5511,6940,4471,3673,1776,3331,5010,10405,3118,2452,4822,5946,7867,4171,"HSD17B10"
"1195","ENSG00000072518",3095,4123,2101,6182,6331,5093,5723,7167,5320,6883,3354,9316,14874,5356,1838,6279,7378,9510,7740,4241,4636,8353,6697,10428,3869,"MARK2"
"1196","ENSG00000072571",253,193,156,571,518,1344,536,168,817,905,239,684,992,1023,290,491,638,89,4222,785,127,2184,279,930,894,"HMMR"
"1197","ENSG00000072609",1298,931,731,1265,2482,1890,2239,2154,1844,1756,1186,4315,1774,2479,968,1053,1643,1886,2121,1494,1536,3944,1137,3077,1076,"CHFR"
"1198","ENSG00000072657",2,44,6,174,37,0,17,7,54,11,170,9,5,6,2,16,12,1,0,114,30,0,0,9,1,"TRHDE"
"1199","ENSG00000072682",2791,2475,1807,4292,2595,2880,4293,3041,2883,3682,14570,1555,3297,1918,1512,2215,3717,2456,2643,1996,1697,963,1264,3154,4259,"P4HA2"
"1200","ENSG00000072694",456,347,410,619,617,329,315,699,645,439,446,1166,408,384,162,106,292,229,478,869,266,1164,119,2748,96,"FCGR2B"
"1201","ENSG00000072736",692,1406,854,1497,849,621,2334,1259,1418,1638,1055,2608,2102,1007,587,1722,1580,1194,2015,2197,948,3669,1609,7766,583,"NFATC3"
"1202","ENSG00000072756",694,702,342,966,681,1348,1040,1237,1101,1986,264,1212,1749,1521,690,921,908,995,1657,991,791,2825,868,1749,600,"TRNT1"
"1203","ENSG00000072778",9302,9817,6149,9806,21522,7488,8079,7057,7906,7619,6904,16733,28974,16821,12847,10641,9204,29538,12614,8794,13820,5859,9684,21741,4611,"ACADVL"
"1204","ENSG00000072786",1545,2288,1643,1927,3802,1330,3614,3846,2933,4047,1081,6136,3339,2414,940,1174,2529,2058,1087,4815,2048,1709,1488,5396,624,"STK10"
"1205","ENSG00000072803",1859,3150,1608,3135,3180,2913,4394,4150,3857,10919,811,2851,6036,3968,1988,4887,5692,3538,2232,3376,2504,3527,1373,5107,3004,"FBXW11"
"1206","ENSG00000072818",301,676,231,237,2778,245,552,669,518,154,217,8714,755,305,287,198,345,715,818,1663,991,609,290,2533,98,"ACAP1"
"1207","ENSG00000072832",1079,1057,708,489,895,625,1204,950,1004,73,183,905,13797,259,411,1328,1132,955,1889,507,1030,922,230,1194,739,"CRMP1"
"1208","ENSG00000072840",1011,2819,2334,1464,1554,769,3522,3122,3914,39,420,1646,1438,796,224,3030,2235,2437,1258,1624,2579,2936,233,2990,285,"EVC"
"1209","ENSG00000072849",2445,2246,1133,1648,2635,1899,1442,1964,1614,2988,2084,2714,3859,2583,2143,1868,3431,3012,2868,1921,1363,3653,1742,5330,1141,"DERL2"
"1210","ENSG00000072858",3958,542,734,1943,6571,10,3459,7038,2478,11128,28,1361,5336,172,53,1548,2621,3943,118,1800,1388,276,218,4541,1576,"SIDT1"
"1211","ENSG00000072864",1441,1332,1096,2138,3739,1191,2265,3610,3363,2906,1548,2731,1778,1691,1495,1222,2802,3188,5669,1802,1570,3642,1434,5863,1124,"NDE1"
"1212","ENSG00000072952",2079,1280,1405,2583,1229,412,1450,1677,2613,330,121,926,599,639,379,1587,611,1041,859,1936,1284,472,230,405,51,"MRVI1"
"1213","ENSG00000072954",300,202,112,438,264,434,223,440,320,940,217,1492,1165,230,437,278,392,484,1389,209,230,3975,1021,921,457,"TMEM38A"
"1214","ENSG00000072958",3941,3047,1934,2755,5154,3018,3261,4088,3053,4674,2591,4225,4889,4105,1996,2168,1958,3339,8328,3824,2334,3996,4700,4231,1878,"AP1M1"
"1215","ENSG00000073008",472,1307,705,687,771,1796,1645,728,1194,1646,2002,1271,3978,845,1534,1125,1666,1112,1035,1196,1126,1670,1373,2474,1174,"PVR"
"1216","ENSG00000073050",3804,2485,1527,2221,3944,1921,2531,3221,3166,3936,1510,2470,5985,1934,1341,1711,2945,3419,5092,1494,2396,3874,2435,4689,2227,"XRCC1"
"1217","ENSG00000073060",2279,2504,2041,3797,5064,9417,5803,3715,3711,5122,13463,11247,5947,6226,4057,1231,5335,3327,5848,4717,4118,12753,11695,4300,5321,"SCARB1"
"1218","ENSG00000073067",1,1,2,0,4,0,1,1,3,7,23,6,4,59,0,1,1,4,2,0,11,2,1,9,1,"CYP2W1"
"1219","ENSG00000073111",1800,828,1109,2619,2112,4310,2909,2344,3110,7634,4469,4532,3352,4294,1098,3115,2878,1560,16986,2153,1472,9625,2364,10911,1330,"MCM2"
"1220","ENSG00000073146",38,12,24,26,98,12,40,31,23,173,0,16,3,262,61,34,13,39,14,10,28,7,13,19,9,"MOV10L1"
"1221","ENSG00000073150",300,65,62,398,247,958,299,107,57,684,1235,1076,344,457,1121,128,96,218,25,222,134,521,1712,578,187,"PANX2"
"1222","ENSG00000073169",1629,604,454,1185,4478,2124,1650,1977,858,1777,613,2334,1619,1629,1620,672,714,3103,1327,1125,1510,730,2239,1658,1618,"SELENOO"
"1223","ENSG00000073282",46,3171,902,511,274,4,1363,625,794,49,13,1896,60,171,39,1271,1204,4054,225,2996,5839,85,143,189,27,"TP63"
"1224","ENSG00000073331",1039,1040,700,1878,2440,1586,1623,1335,1806,3856,1056,3234,977,611,1120,352,1229,3091,2269,1900,1907,1763,484,3777,689,"ALPK1"
"1225","ENSG00000073350",4022,2230,2086,4041,11504,7343,6755,9684,3844,19383,2278,10764,7829,16700,2799,6626,5447,8517,4921,1445,4893,4633,3848,5799,5221,"LLGL2"
"1226","ENSG00000073417",890,966,526,1779,1471,1942,1732,1331,1200,1584,457,1807,1664,1563,703,1168,1888,1512,621,1142,927,4644,590,1781,1590,"PDE8A"
"1227","ENSG00000073464",163,263,126,373,254,225,302,369,118,67,1043,739,187,86,243,99,57,129,887,298,312,142,114,207,21,"CLCN4"
"1228","ENSG00000073536",670,1271,645,1036,1519,1853,724,1335,1349,3505,856,1936,2494,2339,1418,1110,690,1833,1948,1055,1213,2145,1024,2290,807,"NLE1"
"1229","ENSG00000073578",4526,5481,2832,8263,7658,10333,8283,7352,5629,9753,8839,7574,9947,7496,2897,5076,3878,6800,8833,6174,3998,5045,3085,15172,3670,"SDHA"
"1230","ENSG00000073584",7457,4158,2350,7984,6838,6468,3556,6575,5285,12214,1761,6404,8736,12552,14198,6881,5021,6480,7787,3577,3925,12755,1750,5341,5260,"SMARCE1"
"1231","ENSG00000073598",0,6,0,1,2,20,2,2,1,6,4,13,7,9,2,3,2,2,11,5,4,9,0,22,7,"FNDC8"
"1232","ENSG00000073605",803,275,47,1770,767,1341,558,145,294,1673,802,2455,703,1338,2321,424,690,1083,2434,437,821,1117,928,1814,198,"GSDMB"
"1233","ENSG00000073614",2451,2808,2291,5046,4134,2971,5662,2673,5981,12545,3374,7673,6408,7049,1897,6538,6103,4344,7456,3835,3558,18080,1839,14351,1819,"KDM5A"
"1234","ENSG00000073670",68,28,28,26,65,34,188,35,50,135,70,220,67,74,103,92,24,83,85,16,114,238,21,278,24,"ADAM11"
"1235","ENSG00000073711",528,1018,695,1931,521,1183,1617,3096,613,491,1313,2320,1401,804,1479,848,1178,1433,4024,1603,1053,2544,863,1176,698,"PPP2R3A"
"1236","ENSG00000073712",3050,3941,2727,5772,3841,3969,3550,2552,3830,2773,1183,2370,1243,2021,1691,3219,1327,2566,489,5320,2970,2357,1001,3587,551,"FERMT2"
"1237","ENSG00000073734",0,3,0,2,50,0,8,0,1,7,0,29,15,6,4,66,1,0,1,4,2,0,2,38,3,"ABCB11"
"1238","ENSG00000073737",77,78,50,66,87,15,36,29,124,16,18,276,18,60,9,26,35,29,38,374,24,60,210,1567,11,"DHRS9"
"1239","ENSG00000073754",0,0,0,0,0,0,0,1,1,0,1,9,4,0,32,0,1,2,10,11,0,1,0,2,0,"CD5L"
"1240","ENSG00000073756",41,86,213,731,119,23,368,43,124,5,73,226,45,155,5748,58,166,557,1866,1007,158,10163,266,45,1,"PTGS2"
"1241","ENSG00000073792",159,214,244,116,84,4026,107,249,61,25,47,131,505,19,108,51,67,229,245,207,167,1217,216,112,9,"IGF2BP2"
"1242","ENSG00000073803",2237,2202,889,2969,3098,2845,2830,2479,1982,3783,1005,3392,2611,2635,1527,2177,1524,2650,4654,2067,1417,4631,1226,6249,1500,"MAP3K13"
"1243","ENSG00000073849",1103,3155,2518,2912,3122,1710,3727,3234,4801,1416,1352,9062,7454,796,2603,859,2003,3117,2545,8706,4088,7488,2458,20258,4948,"ST6GAL1"
"1244","ENSG00000073861",43,48,16,53,239,12,42,97,86,20,8,379,84,36,7,10,31,25,78,354,51,112,5,543,1,"TBX21"
"1245","ENSG00000073905",4,4,1,4,7,22,13,11,9,20,4,5,4,8,8,3,2,9,15,2,4,27,2,14,6,NA
"1246","ENSG00000073910",2544,1597,1528,3784,3113,733,3124,1801,3098,6714,704,1451,20121,1886,728,1302,4769,3339,1252,2296,2004,1790,1353,2010,1366,"FRY"
"1247","ENSG00000073921",7090,8469,5707,11713,10234,7977,9461,8951,12574,7447,2628,14609,17219,5669,5108,9424,11184,8993,12513,13554,7258,19488,4266,12335,5690,"PICALM"
"1248","ENSG00000073969",2295,1942,1177,4678,3041,3086,5167,5674,3270,13779,2060,2106,8476,4645,857,3305,3685,2851,2505,3248,1520,6643,2146,5772,2605,"NSF"
"1249","ENSG00000074047",317,610,389,493,404,93,559,548,443,6,118,283,105,165,68,219,207,180,409,436,543,98,24,88,17,"GLI2"
"1250","ENSG00000074054",3385,3371,1729,4430,3878,3337,4897,3354,4552,4872,1228,5122,5066,2728,2726,5251,4531,4301,7200,3847,3188,6726,1499,6402,1876,"CLASP1"
"1251","ENSG00000074071",6207,3123,2007,4235,9709,4540,3394,5591,4646,7803,3405,3840,5279,6169,2646,2418,2206,5072,4471,3476,1783,2651,4336,4962,3072,"MRPS34"
"1252","ENSG00000074181",17269,16237,15658,24240,16298,763570,27527,37447,16439,3951,2556,16257,22783,24012,7273,17093,4675,14591,322924,14885,12099,16162,31877,4515,5886,"NOTCH3"
"1253","ENSG00000074201",13039,3225,1609,2487,6366,4481,2634,4202,4797,4310,3599,6054,8359,3126,2548,3314,4897,5128,10754,4730,2758,5638,4814,11845,4332,"CLNS1A"
"1254","ENSG00000074211",24,458,472,24,3207,410,8643,11,30,12,155,44,7133,12626,1389,5473,7930,203,12,888,262,42,996,3070,859,"PPP2R2C"
"1255","ENSG00000074219",3695,1592,1933,3278,2966,3771,2526,6864,2648,96,586,5370,779,685,2373,476,940,4460,12419,3086,3542,8206,5714,1993,756,"TEAD2"
"1256","ENSG00000074266",647,739,341,788,1462,1499,702,801,1321,1262,684,2192,1512,634,577,854,1100,1225,2477,1093,835,2318,582,1804,740,"EED"
"1257","ENSG00000074276",4,12,4,20,12,34,82,15,37,14,58,54,64,24,28,15,39,20,85,18,32,13,62,45,29,"CDHR2"
"1258","ENSG00000074317",1,1,10,1,3,2,1,5,0,0,21,12,4,0,6,4,0,5,5,12,6,0,5,15,10,"SNCB"
"1259","ENSG00000074319",5964,2388,1797,6115,5020,2652,2968,5295,4574,15172,1662,4320,10560,7848,1801,3324,4907,4931,5398,2726,2620,12382,2184,7063,3729,"TSG101"
"1260","ENSG00000074356",1854,2372,1394,2266,2968,2107,2738,2481,2434,3764,1133,4190,5055,4156,2127,3695,3095,4323,4534,2228,2975,3321,1312,6264,1120,"NCBP3"
"1261","ENSG00000074370",6511,1779,1209,3661,7176,478,12184,5521,2916,433,112,15800,50188,3986,1275,6182,13542,3678,1061,4915,2842,14861,1581,5238,4680,"ATP2A3"
"1262","ENSG00000074410",9996,22192,10982,41885,31155,836,42635,28552,47637,87359,492,1599,15250,16393,301,23877,170871,33616,175,20878,9941,340,958,30692,53659,"CA12"
"1263","ENSG00000074416",5490,3301,2513,9099,7025,1357,7776,9770,5292,7988,1209,2476,24324,4496,611,5233,3736,3649,546,7630,4857,1691,1789,13320,348,"MGLL"
"1264","ENSG00000074527",6345,4054,7527,7117,18593,261,6166,9669,10826,4658,606,4533,12953,968,7360,552,2853,15474,355,8818,11463,321,142,4255,10202,"NTN4"
"1265","ENSG00000074582",1675,1041,453,924,1972,2279,558,829,1217,2170,832,2483,1818,1002,1142,919,875,1882,3176,690,1090,2736,712,1375,743,"BCS1L"
