"","Row.names","TCGA-AO-A126","TCGA-A2-A0CZ","TCGA-AC-A23G","TCGA-AN-A0XL","TCGA-EW-A3E8","TCGA-B6-A402","TCGA-EW-A1PF","TCGA-AC-A2QI","TCGA-E2-A10F","TCGA-A8-A06N","TCGA-A7-A5ZV","TCGA-LL-A441","TCGA-A7-A3J0","TCGA-AC-A2FM","TCGA-AO-A0JL","TCGA-D8-A1XD","TCGA-E2-A15F","TCGA-E2-A14U","TCGA-B6-A0IQ","TCGA-E2-A108","TCGA-A2-A4RY","TCGA-A8-A07C","TCGA-A2-A0CY","TCGA-A8-A08I","TCGA-E9-A54X","y"
"8527","ENSG00000144188",0,0,0,0,0,0,1,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"8528","ENSG00000144191",26,6,1,3,16,5,35,670,14,31,1,3,9,26,0,31,4,2,3,15,19,1,0,66,4,"CNGA3"
"8529","ENSG00000144199",877,703,323,1005,1109,1117,642,676,503,1058,1905,322,927,790,665,317,480,1626,1520,700,629,1076,966,489,370,"FAHD2B"
"8530","ENSG00000144214",114,18,3,14,192,244,19,27,39,66,29,155,62,33,65,33,59,98,228,37,86,105,73,108,30,"LYG1"
"8531","ENSG00000144218",9093,5148,1127,9435,9702,42,25369,4267,10958,67849,47,2294,25971,24449,250,18378,33039,14662,84,607,4298,116,22,11642,4243,"AFF3"
"8532","ENSG00000144224",5991,6808,3842,9749,11636,10397,13701,10546,11046,17238,3223,14818,17206,7836,7745,10292,12750,9371,13030,7691,6844,15377,3086,21228,9225,"UBXN4"
"8533","ENSG00000144227",0,0,1,2,0,0,1,5,8,0,0,27,0,1,0,9,2,3,26,3,2,12,0,4,1,"NXPH2"
"8534","ENSG00000144228",1741,1681,1244,5637,4147,2005,18869,6598,5935,8665,944,4888,4434,3670,1040,5672,7998,4158,1955,2985,2279,2879,798,7419,3984,"SPOPL"
"8535","ENSG00000144229",119,161,154,163,125,3,281,126,300,0,18,65,1882,248,31,162,124,77,50,235,303,19,30,37,46,"THSD7B"
"8536","ENSG00000144230",19,10,31,59,45,222,31,21,20,6,42,135,6,20,4,17,9,16,4,50,370,19,2,12,0,"GPR17"
"8537","ENSG00000144231",2001,1350,709,2020,2084,4436,2600,2417,2493,3200,968,3347,3206,1645,1442,2454,2825,2295,6556,2085,1323,4179,970,3938,2444,"POLR2D"
"8538","ENSG00000144233",1912,1865,1125,2635,2678,2990,3414,2857,3007,3516,844,3512,2362,2235,1428,3050,3057,3081,3804,1880,1940,3318,980,2417,1467,"AMMECR1L"
"8539","ENSG00000144278",206,146,90,86,40,655,49,8,105,0,165,379,23,1,348,112,16,8,215,72,27,2348,171,5,5,"GALNT13"
"8540","ENSG00000144283",7594,9828,2737,10008,9163,6997,8243,6496,6248,25424,3034,7546,8485,5812,4569,10404,12335,14411,8223,5473,6497,19095,3807,12497,5803,"PKP4"
"8541","ENSG00000144285",0,0,5,4,7,3,0,0,0,3,285,0,36,0,15,1964,1,1,2,5,0,14,3,1,0,"SCN1A"
"8542","ENSG00000144290",1,8,3,16,59,0,51,0,5,8,40,13,3,193,13,4,22,7,8,17,40,20,0,7,0,"SLC4A10"
"8543","ENSG00000144306",881,1271,407,1375,1093,837,1557,1416,1473,3811,227,1090,2290,1467,728,1154,1717,1176,1362,1031,781,2699,447,1974,1048,"SCRN3"
"8544","ENSG00000144320",2569,2182,1178,2445,2899,2266,3931,3698,3617,6882,1661,3215,4070,1864,2114,3577,3209,2839,3429,2134,1687,11144,1834,6145,3206,"LNPK"
"8545","ENSG00000144331",117,41,28,57,1067,3,47,50,60,491,31,60,1284,22,7,77,8369,287,13,97,776,29,31,3814,3379,"ZNF385B"
"8546","ENSG00000144339",0,2,1,1,3,0,0,3,1,0,1,1,1,1,5,0,1,3,16,6,12,1,1,0,15,"TMEFF2"
"8547","ENSG00000144354",73,138,75,53,237,3074,109,81,94,462,674,2880,720,337,955,202,43,100,7374,770,201,3542,167,417,109,"CDCA7"
"8548","ENSG00000144355",134,26,3,68,563,6,22,12,6,13,44,10,2,45,96,305,6,71,20,19,641,9,3,598,564,"DLX1"
"8549","ENSG00000144357",1624,2217,1460,3323,3272,1997,5301,3754,3624,7353,2036,3197,6685,2498,2173,5803,4282,3320,2679,2726,2424,9278,837,6390,1924,"UBR3"
"8550","ENSG00000144362",247,84,127,319,696,230,193,472,338,692,23,200,388,195,101,312,412,519,252,131,195,189,48,475,279,"PHOSPHO2"
"8551","ENSG00000144366",210,743,410,819,433,176,533,537,413,13,76,951,1152,266,282,641,176,229,293,649,766,564,158,465,1095,"GULP1"
"8552","ENSG00000144369",510,654,366,703,582,1915,2678,1169,572,4530,239,1306,9707,505,392,601,1333,621,1442,734,610,1996,369,550,789,"FAM171B"
"8553","ENSG00000144381",11586,12963,4074,12263,13602,21902,26053,10371,14705,34874,8671,16437,25952,16309,8487,14865,27388,16703,45873,12498,7773,32591,24149,31117,12749,"HSPD1"
"8554","ENSG00000144395",133,22,25,100,252,275,92,36,70,83,93,225,94,81,297,91,121,51,2032,68,61,479,233,275,52,"CCDC150"
"8555","ENSG00000144401",809,438,268,848,704,1280,751,605,581,1014,228,1140,619,512,847,632,726,656,1654,441,396,2872,446,780,666,"METTL21A"
"8556","ENSG00000144406",2,5,1,1,6,23,4,12,7,5,253,68,1883,0,76,50,30,2,17,3,14,3804,2,7,85,"UNC80"
"8557","ENSG00000144407",11,79,40,104,51,13,33,43,75,6,3,52,128,41,97,38,28,45,1915,133,87,298,36,17,12,"PTH2R"
"8558","ENSG00000144410",32,8,3,9,80,25,5,18,27,51,3,12,16,13,79,11,24,46,16,7,18,65,7,12,9,"CPO"
"8559","ENSG00000144426",270,453,380,856,509,420,2487,591,1046,1507,410,678,1005,509,250,1867,914,535,423,756,673,3763,301,2030,175,"NBEAL1"
"8560","ENSG00000144445",553,419,184,697,634,1465,700,536,550,1409,364,1879,449,433,755,990,801,893,1169,642,803,5116,568,1442,652,"KANSL1L"
"8561","ENSG00000144451",1386,547,195,751,1630,585,183,216,866,1353,539,1158,3606,10088,622,887,1397,1088,608,427,837,1798,264,1439,2169,"SPAG16"
"8562","ENSG00000144452",90,61,9,242,470,34,1061,239,887,43,38,39,293,97,12,60,109,396,52,702,269,86,87,1194,2005,"ABCA12"
"8563","ENSG00000144455",7198,2182,1730,6503,3159,2437,3305,3738,3680,9239,1253,2483,3529,4054,3466,3038,3837,6023,3011,2706,2011,3829,2081,6261,4472,"SUMF1"
"8564","ENSG00000144460",4,4,0,1,3,0,2,0,2,0,0,12,83,5,0,0,3,2,2,2,2,0,1,4,0,"NYAP2"
"8565","ENSG00000144468",1831,1651,905,2095,2975,1444,1966,2494,2667,6173,688,2973,3631,2458,702,2426,2523,2570,2496,2060,1321,6007,878,4956,1384,"RHBDD1"
"8566","ENSG00000144476",2649,2702,1878,4272,1884,773,1358,1561,2765,14321,742,658,848,2584,1815,1964,1102,810,1057,2287,1085,1125,820,574,707,"ACKR3"
"8567","ENSG00000144481",5,3,2,1,5,2885,5,3,5,2,36,10,5,0,432,2,4,6,9,16,23,4,1,0,0,"TRPM8"
"8568","ENSG00000144485",96,205,116,734,412,1081,139,553,207,507,171,532,701,592,121,396,417,317,331,149,117,231,424,741,570,"HES6"
"8569","ENSG00000144488",51,42,127,2,45,112,69,144,41,36,7,219,4,9,21,8,14,31,1244,18,38,15,1,33,4,"ESPNL"
"8570","ENSG00000144504",712,731,675,1028,1462,869,726,1402,1084,1234,459,1373,1565,1393,296,1164,941,1904,1481,495,1592,286,422,1094,1225,"ANKMY1"
"8571","ENSG00000144524",2852,1372,773,1922,2973,3157,1714,2546,2210,2864,1620,4721,2541,1718,1621,1828,2250,3149,8348,1292,2313,4448,1052,2638,1617,"COPS7B"
"8572","ENSG00000144535",2419,1387,745,1397,2165,1835,1171,1230,1588,3050,661,2152,2199,1144,1007,1403,1168,2289,2357,849,1904,1839,672,1666,857,"DIS3L2"
"8573","ENSG00000144550",5,12,9,4,18,8,6,8,21,4,11,9,45,3,9,6,15,7,34,6,4,7,6,26,12,"CPNE9"
"8574","ENSG00000144554",519,341,253,1044,904,1910,1483,446,1076,2057,549,1531,1201,1261,732,1418,1811,543,3763,1101,545,9548,1728,3170,513,"FANCD2"
"8575","ENSG00000144559",531,323,245,367,769,660,512,583,605,796,385,554,578,599,271,419,681,728,597,404,757,820,892,792,376,"TAMM41"
"8576","ENSG00000144560",1563,3538,2412,3196,3627,3199,4586,6512,4917,4427,6136,3705,4243,4485,494,3238,2278,4462,3253,2967,3351,13745,1192,4468,1303,"VGLL4"
"8577","ENSG00000144566",3565,3108,1659,4162,3847,3849,5225,4224,4254,5522,1920,3544,5092,5552,3800,4227,4515,3530,3317,3355,2381,16910,3707,7408,3878,"RAB5A"
"8578","ENSG00000144567",10669,7982,4435,9902,12458,9832,5929,11302,9375,24715,4989,9882,16398,11911,3296,6591,10198,12774,13708,5535,5247,13986,5385,17406,7158,"RETREG2"
"8579","ENSG00000144579",16121,9146,5780,8170,13945,6661,6089,10127,8248,12248,3540,10016,6894,7967,3185,7232,6325,12972,7207,6862,7705,5695,5733,8284,7426,"CTDSP1"
"8580","ENSG00000144580",3997,2013,1286,2548,4954,3949,2195,3085,3918,5478,1748,5644,4160,2895,2430,2885,5174,3211,9421,2534,1839,15494,1565,5954,2540,"CNOT9"
"8581","ENSG00000144583",56,10,8,2,8,20,37,21,23,34,15,12,84,44,20,28,5,5,21,4,4,5,10,0,13,"MARCHF4"
"8582","ENSG00000144589",973,1162,735,1102,3365,1850,1122,1665,1264,1772,727,2861,2430,2273,383,1843,1474,2187,3346,893,1582,4200,797,2181,812,"STK11IP"
"8583","ENSG00000144591",3333,2618,1308,3396,4873,2921,1915,2814,3831,3109,2960,3983,3400,2607,1955,1215,2004,3379,3190,1752,1832,2448,2271,4104,1450,"GMPPA"
"8584","ENSG00000144596",34,49,33,121,96,113,85,91,71,6,203,125,29,75,9,32,11,178,889,75,527,42,23,133,4,"GRIP2"
"8585","ENSG00000144597",1503,1629,826,2212,2421,1411,6720,3417,2826,7068,1094,1757,4221,5033,819,2138,2499,2093,1950,1785,1147,9534,848,4917,2049,"EAF1"
"8586","ENSG00000144619",742,1542,390,754,559,166,623,409,563,743,1,197,5635,781,36,623,2139,198,333,543,450,133,122,152,35,"CNTN4"
"8587","ENSG00000144635",1805,2530,1137,2260,4743,2396,2700,3202,3110,5649,953,3484,4605,5760,1541,2000,3416,2420,3402,1873,1555,9211,1298,3042,2220,"DYNC1LI1"
"8588","ENSG00000144642",1384,1688,915,1981,1172,162,1170,834,1094,133,209,743,251,495,287,641,514,1227,181,1591,2249,414,194,316,32,"RBMS3"
"8589","ENSG00000144644",1,10,3,4,0,4,2,1,4,0,6,5,2,1,3,0,1,2,12,2,0,22,0,1,0,"GADL1"
"8590","ENSG00000144645",753,1044,1093,1668,1776,432,1519,1481,1387,2558,1559,1779,1851,1117,250,1165,1120,1436,1620,896,951,4085,2190,5524,1845,"OSBPL10"
"8591","ENSG00000144647",1080,1559,975,1434,988,1678,2141,2130,1662,2580,478,2145,2710,2254,1055,1495,2184,2319,3178,1102,1273,3317,807,4143,1092,"POMGNT2"
"8592","ENSG00000144648",65,101,61,186,66,54,152,114,98,53,15,143,229,133,134,77,24,281,1267,114,79,96,81,400,70,"ACKR2"
"8593","ENSG00000144649",249,1388,907,313,343,4336,1287,993,2079,599,58,914,3706,148,2220,97,705,1195,617,460,611,1420,147,439,286,"GASK1A"
"8594","ENSG00000144655",2476,3208,4844,6584,4492,514,4149,3212,2121,2106,569,1792,1236,3214,954,1467,1946,11915,1304,4317,3374,2241,511,2108,918,"CSRNP1"
"8595","ENSG00000144659",1964,2059,911,1447,3425,1638,3247,1994,1986,5499,771,2560,3271,3471,1057,1383,3761,3166,2454,1603,1686,5666,1184,3648,2300,"SLC25A38"
"8596","ENSG00000144668",803,1351,1331,1840,830,1031,1651,1251,1323,2823,1144,3095,816,1173,458,1632,1040,1781,2591,2032,1967,27170,706,3590,91,"ITGA9"
"8597","ENSG00000144671",7,2,0,2,9,6,4,10,1,11,12,9,5,8,2,2,9,15,6,0,8,4,7,16,3,"SLC22A14"
"8598","ENSG00000144674",1978,5559,2121,11709,6160,9761,13548,8373,8282,23203,4658,9492,13182,8883,2893,10345,11589,9037,5617,5989,4669,50065,1636,20303,7721,"GOLGA4"
"8599","ENSG00000144677",2987,2760,1801,4603,2823,2222,3733,5985,4472,3015,1961,2750,3213,3972,924,2289,4009,6156,2358,3016,3310,10255,1019,7290,2964,"CTDSPL"
"8600","ENSG00000144681",64,58,148,108,51,120,102,59,119,0,586,420,143,31,193,79,60,161,357,145,173,664,59,364,16,"STAC"
"8601","ENSG00000144711",4563,4276,2734,5028,4207,2265,7723,5149,4010,14918,5439,5991,9956,9187,1736,4695,6559,5602,2425,4420,3554,5311,2754,9506,2395,"IQSEC1"
"8602","ENSG00000144712",249,181,111,379,143,219,244,185,159,287,416,464,1519,95,18,104,262,391,1259,408,221,2822,329,843,201,"CAND2"
"8603","ENSG00000144713",101071,59056,28538,28177,54918,54383,30156,34262,37104,34783,26071,43387,40340,29165,34676,20894,14596,63061,81132,34430,33708,126321,169785,44062,30817,"RPL32"
"8604","ENSG00000144724",2540,3763,2427,3296,2249,822,6338,5966,5478,1145,573,1500,1379,1910,1921,4927,3844,1728,963,4358,2265,2158,273,4671,1026,"PTPRG"
"8605","ENSG00000144730",754,2378,1023,1838,887,2322,1617,2628,1899,1593,279,5649,420,1881,939,1824,1083,4202,5676,1621,4210,5301,1259,1419,123,"IL17RD"
"8606","ENSG00000144736",1368,988,725,1917,941,864,1761,2159,1915,2354,384,1263,1815,2246,686,1126,1529,1591,3032,1394,872,1294,657,2544,1062,"SHQ1"
"8607","ENSG00000144741",746,818,550,885,1244,585,931,1435,1262,1324,386,1266,1245,1541,445,761,869,1622,1061,848,946,892,1009,1562,619,"SLC25A26"
"8608","ENSG00000144744",1355,1683,1184,3084,3011,4353,3588,4367,4110,4410,587,4961,3670,3227,2245,3448,3617,3095,6200,2651,2471,3272,1405,5055,3216,"UBA3"
"8609","ENSG00000144746",6671,10588,5209,12440,11630,9500,13029,15020,11379,16667,1733,11891,11434,7911,5334,4993,7103,10071,8655,11735,7422,7785,2001,16895,9816,"ARL6IP5"
"8610","ENSG00000144747",1497,2287,1575,4719,2786,2307,6363,4202,3884,8477,744,4292,6044,4877,1516,3720,5375,3304,3389,2512,2856,2983,750,8576,2990,"TMF1"
"8611","ENSG00000144749",6352,6306,4155,15739,8336,1628,6214,12456,11618,19161,495,5478,26993,4538,1291,8244,8318,25943,4208,5880,8859,4243,4929,29207,13547,"LRIG1"
"8612","ENSG00000144771",0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,1,0,0,"LRTM1"
"8613","ENSG00000144785",0,0,1,0,5,1,1,0,1,4,1,8,1,1,0,2,3,1,3,1,2,4,0,2,0,NA
"8614","ENSG00000144791",1054,1365,772,2560,1527,2806,5203,3560,2733,2958,667,3677,3918,4002,1193,1679,4100,3614,2253,2418,2043,4167,662,9909,2466,"LIMD1"
"8615","ENSG00000144792",124,151,89,137,109,129,186,146,121,32,3,314,242,38,121,77,227,253,374,174,224,585,139,949,97,"ZNF660"
"8616","ENSG00000144802",749,601,531,9268,4307,716,750,1330,1786,373,692,6676,313,431,509,526,451,2141,4957,1979,2519,2413,788,1619,1470,"NFKBIZ"
"8617","ENSG00000144810",24417,11360,13089,13327,7854,3166,9381,7712,18705,343,9480,1926,739,2668,928,12193,3227,765,907,11183,2583,3579,948,1631,73,"COL8A1"
"8618","ENSG00000144815",1318,1009,562,6162,1825,706,2100,1164,2061,7595,885,2116,4547,2312,179,1131,2196,3528,1036,2175,1361,8205,441,17308,1591,"NXPE3"
"8619","ENSG00000144820",0,1,1,0,0,1,1,0,1,0,2,0,1,0,3,0,14,1,28,3,2,2,1,27,3,"ADGRG7"
"8620","ENSG00000144821",5,7,7,2,23,158,13,4,33,9,31,28,13,11,88,14,27,6,176,19,7,219,29,46,1,"MYH15"
"8621","ENSG00000144824",2524,1529,1258,3176,2498,343,2270,2354,2062,3979,199,857,806,518,384,1396,1962,1139,472,2646,1342,1619,659,251,940,"PHLDB2"
"8622","ENSG00000144827",2288,1139,638,1407,2806,1150,1840,1975,1632,3793,1052,2015,3467,2488,989,1230,1760,2001,3107,1498,1125,5416,761,2125,1794,"ABHD10"
"8623","ENSG00000144834",1,1,0,8,3,2,0,2,1,0,6,8,121,2,0,1,7,1,12,0,0,24,1,8,3,"TAGLN3"
"8624","ENSG00000144837",444,106,98,151,647,88,174,314,244,103,14,581,57,107,103,136,158,80,140,936,106,276,12,7137,62,"PLA1A"
"8625","ENSG00000144840",1635,1094,720,2345,2400,945,3314,2401,2302,2943,834,1449,2303,1856,508,2512,2392,2524,1976,2075,1308,2042,659,2950,1467,"RABL3"
"8626","ENSG00000144843",636,547,597,751,615,612,735,681,1474,507,877,1437,923,419,463,677,953,942,1326,1523,640,1264,134,2289,155,"ADPRH"
"8627","ENSG00000144847",1,23,21,22,6,17,43,2,10,3,31,34,17,19,61,34,24,15,12,16,14,16,3,1,23,"IGSF11"
"8628","ENSG00000144848",2078,1661,1129,2576,3285,3339,2890,3118,2704,3958,2603,2914,3143,2504,1565,1904,2135,2237,4214,2789,1524,5885,1737,5138,1855,"ATG3"
"8629","ENSG00000144852",10,3,5,5,24,91,5,1,26,30,4,25,22,5,0,3,23,18,60,5,21,172,34,25,4,"NR1I2"
"8630","ENSG00000144857",1037,2281,1368,2667,2086,240,1884,1279,886,49,9678,5678,386,878,5653,803,584,3298,3666,2774,4475,698,176,374,25,"BOC"
"8631","ENSG00000144867",4949,5042,1845,4759,5973,4563,6096,4812,3881,5645,6719,4005,8086,3888,3182,3143,4801,5052,9438,3564,2113,15967,6917,10588,3942,"SRPRB"
"8632","ENSG00000144868",308,187,153,75,1996,67,619,81,45,138,179,886,29,2004,467,1677,119,469,6522,79,262,5534,578,1695,16,"TMEM108"
"8633","ENSG00000144891",884,470,145,329,481,9,296,296,2603,66859,4,179,5780,15909,68,65,965,242,13,319,205,23,2,109,483,"AGTR1"
"8634","ENSG00000144893",29,44,38,185,114,55,108,91,627,637,46,56,138,261,14,381,322,54,94,93,71,46,145,737,17,"MED12L"
"8635","ENSG00000144895",4677,5631,2766,5434,7497,5168,4524,4768,6197,6597,2034,5251,8311,5328,2796,4350,3745,6232,9684,4337,4292,16126,3721,8997,4094,"EIF2A"
"8636","ENSG00000144908",4,426,29,704,753,24,74,66,78,25,2,363,19,241,75,27,84,187,109,557,406,17,8,20,14,"ALDH1L1"
"8637","ENSG00000144909",780,865,635,1238,1063,1434,1654,1377,1724,2285,657,1747,1220,1147,590,1166,1405,1008,2495,1657,941,3686,592,3639,694,"OSBPL11"
"8638","ENSG00000144935",586,320,244,451,366,129,325,257,542,338,73,317,272,120,250,349,412,330,535,404,450,205,173,427,157,"TRPC1"
"8639","ENSG00000144959",1004,925,677,1829,1622,230,2691,4695,1917,3371,303,1035,1320,536,249,587,1178,1220,606,1955,671,1330,524,5183,797,"NCEH1"
"8640","ENSG00000144962",0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,"SPATA16"
"8641","ENSG00000145002",10,10,2,7,22,5,1,15,4,9,1,11,30,158,13,10,15,28,10,2,44,8,8,4,6,"FAM86B2"
"8642","ENSG00000145012",11283,7549,5515,15475,9438,6007,15121,8841,16648,4957,3903,9835,11202,7134,8419,8826,7170,15369,5937,9457,9030,17297,2774,25973,3481,"LPP"
"8643","ENSG00000145014",760,554,349,1154,1247,636,718,1122,511,764,789,1325,781,1341,361,369,335,872,904,626,717,775,852,747,314,"TMEM44"
"8644","ENSG00000145016",1527,1714,850,2972,2301,2383,3543,2939,2413,4590,746,3467,3208,2942,720,2539,3092,2119,2218,2351,1418,3226,1026,6079,1049,"RUBCN"
"8645","ENSG00000145020",495,181,113,311,1226,793,234,254,340,456,104,1435,1192,321,575,333,200,1485,466,236,1532,131,214,605,271,"AMT"
"8646","ENSG00000145022",2319,2415,1480,2315,4574,1445,3561,3882,2708,5427,1403,2777,7510,3756,1768,2073,5354,3395,2544,3447,1753,1479,610,5626,1566,"TCTA"
"8647","ENSG00000145029",947,492,568,768,1449,620,778,1131,1284,1620,235,1560,2305,1482,683,750,1137,2141,839,913,1714,347,372,2510,893,"NICN1"
"8648","ENSG00000145040",0,21,23,0,15,2,29,15,15,0,0,21,12,4,23,33,14,15,3,6,19,0,22,10,4,"UCN2"
"8649","ENSG00000145041",863,1387,1261,3293,2048,2558,3959,2455,3341,5843,484,3329,3698,3376,1152,2553,4083,2732,3957,2369,2028,3915,737,5897,1513,"DCAF1"
"8650","ENSG00000145050",2281,2002,1388,2853,3157,5241,3295,2756,3021,3187,1661,4459,5652,4044,2670,2183,3488,2897,5108,2788,1439,2559,5093,10381,3864,"MANF"
"8651","ENSG00000145063",13,9,8,0,6,21,2,17,14,1028,7,18,4,6,0,3,48,10,44,19,2,5,24,6,33,"FLJ33534"
"8652","ENSG00000145075",154,114,47,296,438,236,282,141,269,325,7,629,203,490,109,140,325,309,287,185,409,490,34,395,458,NA
"8653","ENSG00000145087",2,9,4,0,2,1,1,0,3,0,0,20,526,4,3,12,5,0,33,25,3,126,12,271,1,"STXBP5L"
"8654","ENSG00000145088",560,158,28,209,501,87,319,127,107,558,118,425,107,167,100,171,67,141,102,188,99,286,171,331,40,"EAF2"
"8655","ENSG00000145103",603,391,287,907,540,757,1313,1211,1193,3283,9,815,1344,1700,276,615,828,1118,720,202,382,337,891,1999,664,"ILDR1"
"8656","ENSG00000145107",16,29,25,22,21,25,16,5,47,13,18,38,9,8,11,1,15,15,12,20,5,13,12,41,7,"TM4SF19"
"8657","ENSG00000145113",28,66,13,2,11,46,40,13,20,60,38,126,1657,18,20,14,27,93,81,48,138,62,1021,241,58,"MUC4"
"8658","ENSG00000145147",1253,1709,1288,2322,1777,170,2134,1732,1523,72,40,2114,242,1149,407,1097,864,443,335,2292,1179,1940,88,496,32,"SLIT2"
"8659","ENSG00000145191",5453,3030,1173,5801,7798,4188,4253,5340,3440,9921,2084,6017,4398,5378,1816,3154,3066,5899,6266,2349,3286,9763,2249,7065,3144,"EIF2B5"
"8660","ENSG00000145192",1,0,0,0,0,0,0,0,0,0,8,2,1,0,1,0,0,3,1,0,0,2,1,4,0,"AHSG"
"8661","ENSG00000145194",445,692,171,709,633,1718,907,523,298,409,1403,938,654,547,716,214,319,573,2787,341,260,1492,863,855,519,"ECE2"
"8662","ENSG00000145198",18,23,11,11,33,11,12,10,18,4,222,31,473,160,41,141,295,40,31,8,36,19,10,200,189,"VWA5B2"
"8663","ENSG00000145214",1047,1106,865,1188,2719,2204,2056,2603,1754,3080,528,2451,2495,5223,1048,1320,1819,1941,1230,830,1797,707,759,1170,1355,"DGKQ"
"8664","ENSG00000145216",1621,1875,925,2297,3010,2831,2800,2638,2966,5620,1525,3020,3144,2963,1402,2550,2362,2617,3698,1832,1674,7900,1554,3709,1684,"FIP1L1"
"8665","ENSG00000145217",174,118,85,197,893,362,546,393,359,765,27,522,418,640,181,798,302,526,205,125,453,175,64,813,134,"SLC26A1"
"8666","ENSG00000145220",760,666,307,677,977,2235,493,594,758,1239,297,1771,734,1020,1131,469,549,943,2710,740,554,2899,389,1228,522,"LYAR"
"8667","ENSG00000145241",1504,910,606,1516,2046,815,1344,1258,1504,3506,756,1913,2125,1475,617,1539,1501,2176,1496,1198,1528,2477,575,2563,660,"CENPC"
"8668","ENSG00000145242",2,0,9,31,7,1,7,23,15,0,0,1,0,2,0,1,2,2,4,8,1,1,5,0,0,"EPHA5"
"8669","ENSG00000145244",1074,380,935,42,333,158,286,596,1536,73,12,44,39,49,34,814,246,41,147,326,177,242,59,251,11,"CORIN"
"8670","ENSG00000145246",1661,1298,990,1227,2081,299,2565,1627,2680,5156,466,1367,1293,682,602,1258,1414,1485,383,1571,1332,2448,326,3653,213,"ATP10D"
"8671","ENSG00000145247",2549,1131,794,1934,2812,2577,2235,1891,2658,2762,305,3132,2991,2647,5174,1045,1314,2520,4344,993,1002,7555,2426,1237,1929,"OCIAD2"
"8672","ENSG00000145248",9,3,5,6,11,14,2,11,1,28,2,10,5,9,1,8,12,17,1,3,3,12,6,2,9,"SLC10A4"
"8673","ENSG00000145283",5,22,24,103,14,5,65,14,36,15,1,31,32,58,6,25,23,37,10,50,56,39,15,9,2,"SLC10A6"
"8674","ENSG00000145284",846,875,837,542,2624,10632,1787,630,466,2595,170,850,588,5574,149,3375,966,1471,843,912,928,1200,73,3990,1385,"SCD5"
"8675","ENSG00000145287",28,115,40,27,577,22,169,65,57,13,26,1432,184,28,33,18,104,69,102,396,136,241,20,181,8,"PLAC8"
"8676","ENSG00000145293",1785,2295,923,2385,3955,5250,3261,2560,2336,8164,913,4413,4704,7018,2784,2516,2683,2424,2484,2057,1430,4371,2164,3301,3076,"ENOPH1"
"8677","ENSG00000145309",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,"CABS1"
"8678","ENSG00000145321",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GC"
"8679","ENSG00000145331",750,327,128,743,775,902,406,397,485,2096,102,647,480,993,288,519,662,574,540,275,260,505,272,549,631,"TRMT10A"
"8680","ENSG00000145332",648,1003,576,1823,1007,1632,1397,805,1370,1866,511,1776,1031,2045,1684,1313,923,1587,1286,1127,911,2025,1132,2321,637,"KLHL8"
"8681","ENSG00000145335",74,137,186,242,187,11,133,331,225,74,75,172,41,50,50,125,66,413,71,250,304,445,24,45,9,"SNCA"
"8682","ENSG00000145337",161,137,49,83,255,328,93,189,79,262,68,416,107,144,399,80,128,209,273,69,99,175,84,174,136,"PYURF"
"8683","ENSG00000145348",1554,1067,610,1919,2668,1549,2485,1956,2212,5561,994,1588,2629,2251,908,1935,2207,2299,2087,1236,1703,2204,465,2166,1208,"TBCK"
"8684","ENSG00000145349",4184,2392,1138,1951,5656,959,2124,1995,2425,156,1518,5051,5872,816,2648,2051,1287,1956,2242,3372,2390,2582,829,2233,1477,"CAMK2D"
"8685","ENSG00000145354",1719,1298,631,1420,2526,2763,1642,1578,1479,5818,856,2192,2513,1915,1454,1589,1805,1543,1613,1301,854,3076,1051,4016,2150,"CISD2"
"8686","ENSG00000145358",139,46,118,94,339,66,22,205,130,88,86,619,500,22,389,503,43,37,189,176,51,296,176,68,9,"DDIT4L"
"8687","ENSG00000145362",575,1266,761,2103,1492,309,893,1109,966,125,348,1769,269,483,278,382,755,522,724,2472,946,592,389,1003,41,"ANK2"
"8688","ENSG00000145365",963,886,416,1348,803,2496,773,631,880,1298,1322,3289,1534,1633,1702,894,1003,1643,1437,1182,1465,1660,495,2801,951,"TIFA"
"8689","ENSG00000145375",542,737,528,1068,831,593,1074,679,804,2854,332,683,771,828,431,965,988,644,791,689,507,3052,299,928,261,"SPATA5"
"8690","ENSG00000145384",2,0,0,4,1,0,1,0,1,4,0,4,0,1,1,0,0,0,0,1,2,0,3,3,0,"FABP2"
"8691","ENSG00000145386",593,192,293,949,619,2581,723,293,986,1000,876,2055,1171,1174,1885,694,1123,124,3106,650,209,12933,906,2371,683,"CCNA2"
"8692","ENSG00000145388",1594,1552,655,2189,2319,976,1921,1718,1974,5085,589,1905,2097,2187,603,1666,1944,2175,1533,1325,1260,2434,1080,2658,1397,"METTL14"
"8693","ENSG00000145390",1033,1783,924,3006,4229,1475,2471,3943,1996,5350,172,2133,1959,1475,1430,1529,1745,3958,798,2298,2694,3285,783,2248,1613,"USP53"
